Incident Number,Exposure Number,ID,Address,Incident Date,Call Number,Alarm DtTm,Arrival DtTm,Close DtTm,City,zipcode,Battalion,Station Area,Box,Suppression Units,Suppression Personnel,EMS Units,EMS Personnel,Other Units,Other Personnel,First Unit On Scene,Estimated Property Loss,Estimated Contents Loss,Fire Fatalities,Fire Injuries,Civilian Fatalities,Civilian Injuries,Number of Alarms,Primary Situation,Mutual Aid,Action Taken Primary,Action Taken Secondary,Action Taken Other,Detector Alerted Occupants,Property Use,Area of Fire Origin,Ignition Cause,Ignition Factor Primary,Ignition Factor Secondary,Heat Source,Item First Ignited,Human Factors Associated with Ignition,Structure Type,Structure Status,Floor of Fire Origin,Fire Spread,No Flame Spread,Number of floors with minimum damage,Number of floors with significant damage,Number of floors with heavy damage,Number of floors with extreme damage,Detectors Present,Detector Type,Detector Operation,Detector Effectiveness,Detector Failure Reason,Automatic Extinguishing System Present,Automatic Extinguishing Sytem Type,Automatic Extinguishing Sytem Perfomance,Automatic Extinguishing Sytem Failure Reason,Number of Sprinkler Heads Operating,Supervisor District,neighborhood_district,point,data_as_of,data_loaded_at
20027147,0,200271470,345 9TH STREET,2020/03/02,200622606,2020/03/02 04:13:16 PM,2020/03/02 04:17:01 PM,2020/03/02 04:23:22 PM,San Francisco,94103,B03,29,2333,1,4,0,0,0,0,,,,0,0,0,0,1,"100 Fire, other",N None,"00 Action taken, other",,,,"000 Property Use, other",UU Undetermined,U Cause undetermined after investigation,UU Undetermined,,UU Undetermined,"00 Item first ignited, other",N None,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.410963 37.77332),2020/03/02 04:23:22 PM,2025/03/16 02:20:48 AM
20027149,0,200271490,450 STANYAN STREET,2020/03/02,200622620,2020/03/02 04:15:44 PM,2020/03/02 04:20:11 PM,2020/03/02 04:26:28 PM,San Francisco,94117,B05,21,0455,3,10,0,0,0,0,,,,0,0,0,0,1,"711 Municipal alarm system, malicious false alarm",N None,86 Investigate,,,,331 Hospital - medical or psychiatric,,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Lone Mountain/USF,POINT (-122.454188 37.774059),2020/03/02 04:26:28 PM,2025/03/16 02:20:48 AM
20027154,0,200271540,740 LEAVENWORTH STREET,2020/03/02,200622685,2020/03/02 04:28:42 PM,2020/03/02 04:31:56 PM,2020/03/02 04:36:43 PM,San Francisco,94109,B04,03,1543,1,4,0,0,0,0,,,,0,0,0,0,1,"151 Outside rubbish, trash or waste fire",N None,11 Extinguishment by fire service personnel,,,,963 Street or road in commercial area,,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,Nob Hill,POINT (-122.414991 37.787857),2020/03/02 04:36:43 PM,2025/03/16 02:20:48 AM
20027167,0,200271670,300 ARBOR STREET,2020/03/02,200622866,2020/03/02 05:09:53 PM,2020/03/02 05:15:04 PM,2020/03/02 05:29:09 PM,San Francisco,94131,B06,26,8174,3,10,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Glen Park,POINT (-122.4388 37.737887),2020/03/02 05:29:09 PM,2025/03/16 02:20:48 AM
20027177,0,200271770,781 24TH AVENUE,2020/03/02,200623025,2020/03/02 05:44:11 PM,2020/03/02 05:48:03 PM,2020/03/02 06:45:59 PM,San Francisco,94121,B07,14,7212,1,4,0,0,0,0,,,,0,0,0,0,1,444 Power line down,N None,84 Refer to proper authority,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.48337 37.774867),2020/03/02 06:45:59 PM,2025/03/16 02:20:48 AM
20027178,0,200271780,122 TUCKER AVENUE,2020/03/02,200623034,2020/03/02 05:47:10 PM,2020/03/02 05:49:38 PM,2020/03/02 08:21:44 PM,San Francisco,94134,B09,44,6311,9,33,3,5,1,2,,100000,75000,0,0,0,0,1,111 Building fire,N None,11 Extinguishment by fire service personnel,12 Salvage & overhaul,,,419 1 or 2 family dwelling,"24 Cooking area, kitchen",2 Unintentional,53 Equipment unattended,,"10 Heat from powered equipment, other","10 Structural component or finish, other",N None,1 Enclosed building,2 In normal use,2,,NO,,,,,1 Present,1 Smoke,2 Detector operated,3 There were no occupants,,N None Present,,,,,10,Visitacion Valley,POINT (-122.406335 37.716123),2020/03/02 08:21:44 PM,2025/03/16 02:20:48 AM
20027180,0,200271800,52 BERTHA LANE,2020/03/02,200623075,2020/03/02 05:55:29 PM,2020/03/02 06:01:32 PM,2020/03/02 06:07:17 PM,San Francisco,94124,B10,17,6631,1,4,0,0,0,0,,,,0,0,0,0,1,511 Lock-out,N None,"70 Assistance, other",,,,"400 Residential, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.380547 37.732816),2020/03/02 06:07:17 PM,2025/03/16 02:20:48 AM
20027181,0,200271810,200 THE,2020/03/02,200623084,2020/03/02 05:56:10 PM,2020/03/02 05:59:23 PM,2020/03/02 06:02:52 PM,San Francisco,94111,B01,13,0901,4,15,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,86 Investigate,,,,NNN None,,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.394913 37.796958),2020/03/02 06:02:52 PM,2025/03/16 02:20:48 AM
20027186,0,200271860,2744 41ST AVENUE,2020/03/02,200623140,2020/03/02 06:08:53 PM,2020/03/02 06:11:02 PM,2020/03/02 10:02:57 PM,San Francisco,94116,B08,19,7641,9,32,2,3,3,5,,175000,75000,0,0,0,0,1,111 Building fire,N None,11 Extinguishment by fire service personnel,,,,419 1 or 2 family dwelling,27 Office,2 Unintentional,12 Heat source too close to combustibles.,,43 Hot ember or ash,"96 Rubbish, trash, waste",N None,1 Enclosed building,2 In normal use,1,,NO,,,,,U Undetermined,,,,,N None Present,,,,,4,Sunset/Parkside,POINT (-122.498724 37.735436),2020/03/02 10:02:57 PM,2025/03/16 02:20:48 AM
20027187,0,200271870,105 BEHR AV 102,2020/03/02,200623151,2020/03/02 06:10:59 PM,2020/03/02 06:14:53 PM,2020/03/02 06:53:54 PM,San Francisco,94131,B05,20,5278,3,10,0,0,0,0,,,,0,0,0,0,1,736 CO detector activation due to malfunction,N None,86 Investigate,51 Ventilate,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,7,Inner Sunset,POINT (-122.454909 37.757695),2020/03/02 06:53:54 PM,2025/03/16 02:20:48 AM
20027193,0,200271930,LOOMIS STREET,2020/03/02,200623258,2020/03/02 06:33:20 PM,2020/03/02 06:37:16 PM,2020/03/02 06:45:18 PM,San Francisco,94124,B10,09,6377,1,4,0,0,0,0,,,,0,0,0,0,1,323 Motor vehicle/pedestrian accident (MV Ped),N None,31 Provide first aid & check for injuries,34 Transport person,,,963 Street or road in commercial area,,,,,,,,,,,,NA,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.404308 37.742522),2020/03/02 06:45:18 PM,2025/03/16 02:20:48 AM
20027196,0,200271960,327 24TH AVENUE,2020/03/02,200623271,2020/03/02 06:36:31 PM,2020/03/02 06:41:02 PM,2020/03/02 06:56:01 PM,San Francisco,94121,B07,14,7214,3,10,0,0,0,0,,,,0,0,0,0,1,733 Smoke detector activation due to malfunction,N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.483984 37.783401),2020/03/02 06:56:01 PM,2025/03/16 02:20:48 AM
20027203,0,200272030,690 STANYAN STREET,2020/03/02,200623354,2020/03/02 06:59:52 PM,2020/03/02 07:01:13 PM,2020/03/02 07:32:49 PM,San Francisco,94117,B05,12,4553,3,10,0,0,0,0,,,,0,0,0,0,1,"743 Smoke detector activation, no fire - unintentional",N None,86 Investigate,,,,"519 Food and beverage sales, grocery store",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Haight Ashbury,POINT (-122.453282 37.769486),2020/03/02 07:32:49 PM,2025/03/16 02:20:48 AM
20027208,0,200272080,18TH STREET,2020/03/02,200623386,2020/03/02 07:09:22 PM,2020/03/02 07:13:09 PM,2020/03/02 07:15:35 PM,San Francisco,94110,B02,07,5426,3,11,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Mission,POINT (-122.41012 37.761761),2020/03/02 07:15:35 PM,2025/03/16 02:20:48 AM
20027213,0,200272130,EDDY STREET,2020/03/02,200623456,2020/03/02 07:24:55 PM,2020/03/02 07:28:02 PM,2020/03/02 08:39:27 PM,San Francisco,94115,B05,05,3515,1,4,2,3,0,0,,,,0,0,0,0,1,322 Motor vehicle accident with injuries,N None,32 Provide basic life support (BLS),,,,"962 Residential street, road or residential driveway",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.430612 37.781644),2020/03/02 08:39:27 PM,2025/03/16 02:20:48 AM
20027216,0,200272160,561 BAKER ST 10,2020/03/02,200623469,2020/03/02 07:27:46 PM,2020/03/02 07:30:28 PM,2020/03/02 08:11:30 PM,San Francisco,94117,B05,21,4253,4,14,0,0,0,0,,,,0,0,0,0,1,"746 Carbon monoxide detector activation, no CO",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Lone Mountain/USF,POINT (-122.441498 37.776047),2020/03/02 08:11:30 PM,2025/03/16 02:20:48 AM
20027220,0,200272200,3016 JACKSON STREET,2020/03/02,200623492,2020/03/02 07:33:14 PM,2020/03/02 07:36:18 PM,2020/03/02 07:48:12 PM,San Francisco,94115,B04,10,4334,3,10,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,63 Restore fire alarm system,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Pacific Heights,POINT (-122.44482 37.791233),2020/03/02 07:48:12 PM,2025/03/16 02:20:48 AM
20027223,0,200272230,1661 GRANT AVENUE,2020/03/02,200623504,2020/03/02 07:36:21 PM,2020/03/02 07:40:17 PM,2020/03/02 07:46:52 PM,San Francisco,94133,B01,28,1265,3,11,0,0,0,0,,,,0,0,0,0,1,736 CO detector activation due to malfunction,N None,86 Investigate,64 Shut down system,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,North Beach,POINT (-122.408007 37.802301),2020/03/02 07:46:52 PM,2025/03/16 02:20:48 AM
20027231,0,200272310,1321 MISSION STREET,2020/03/02,200623551,2020/03/02 07:50:14 PM,2020/03/02 07:56:17 PM,2020/03/02 08:08:32 PM,San Francisco,94103,B02,36,2336,1,5,0,0,0,0,,,,0,0,0,0,1,353 Removal of victim(s) from stalled elevator,N None,"22 Rescue, remove from harm",,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.414897 37.775982),2020/03/02 08:08:32 PM,2025/03/16 02:20:48 AM
20027236,0,200272360,505 OFARRELL ST 211,2020/03/02,200623586,2020/03/02 08:02:01 PM,2020/03/02 08:06:01 PM,2020/03/02 08:32:17 PM,San Francisco,94102,B04,03,1544,1,5,0,0,0,0,,,,0,0,0,0,1,"510 Person in distress, other",N None,71 Assist physically disabled,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.413103 37.785703),2020/03/02 08:32:17 PM,2025/03/16 02:20:48 AM
20027237,0,200272370,600 PORTOLA DRIVE,2020/03/02,200623607,2020/03/02 08:08:58 PM,2020/03/02 08:14:09 PM,2020/03/02 08:20:22 PM,San Francisco,94127,B08,39,8661,1,4,0,0,0,0,,,,0,0,0,0,1,"151 Outside rubbish, trash or waste fire",N None,87 Investigate fire out on arrival,,,,429 Multifamily dwelling,"93 Courtyard, patio, terrace",1 Intentional,NN None,,"65 Lighter: cigarette, cigar","92 Magazine, newspaper, writing paper",N None,,,,,NA,,,,,,,,,,,,,,,7,West of Twin Peaks,POINT (-122.45174 37.74556),2020/03/02 08:20:22 PM,2025/03/16 02:20:48 AM
20027242,0,200272420,1 101NB,2020/03/02,200623642,2020/03/02 08:18:31 PM,2020/03/02 08:23:13 PM,2020/03/02 09:29:33 PM,San Francisco,94124,B10,09,6375,1,4,2,4,0,0,,,,0,0,0,0,1,322 Motor vehicle accident with injuries,N None,31 Provide first aid & check for injuries,34 Transport person,,,961 Highway or divided highway,,,,,,,,,,,,NA,,,,,,,,,,,,,,,10,Potrero Hill,POINT (-122.403292 37.749547),2020/03/02 09:29:33 PM,2025/03/16 02:20:48 AM
20027249,0,200272490,345 STOCKTON STREET,2020/03/02,200623683,2020/03/02 08:32:56 PM,2020/03/02 08:38:18 PM,2020/03/02 08:54:34 PM,San Francisco,94108,B01,13,1324,1,5,0,0,0,0,,,,0,0,0,0,1,353 Removal of victim(s) from stalled elevator,N None,"23 Extricate, disentangle",,,,"449 Hotel/motel, commercial",,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.407196 37.78891),2020/03/02 08:54:34 PM,2025/03/16 02:20:48 AM
20027253,0,200272530,150 OTIS STREET,2020/03/02,200623722,2020/03/02 08:49:51 PM,2020/03/02 08:53:34 PM,2020/03/02 09:04:36 PM,San Francisco,94103,B02,36,5125,3,11,0,0,0,0,,,,0,0,0,0,1,"743 Smoke detector activation, no fire - unintentional",N None,86 Investigate,,,,"439 Boarding/rooming house, residential hotels",,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Mission,POINT (-122.420335 37.770892),2020/03/02 09:04:36 PM,2025/03/16 02:20:48 AM
20027258,0,200272580,380-390 CLEMENTINA STREET,2020/03/02,200623744,2020/03/02 08:57:46 PM,2020/03/02 09:01:41 PM,2020/03/02 09:12:19 PM,San Francisco,94107,B03,01,2244,3,10,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.403568 37.781077),2020/03/02 09:12:19 PM,2025/03/16 02:20:48 AM
20027264,0,200272640,333 BAKER ST 406,2020/03/02,200623786,2020/03/02 09:14:06 PM,2020/03/02 09:17:01 PM,2020/03/02 10:55:44 PM,San Francisco,94117,B05,21,4252,1,4,1,2,0,0,,,,0,0,0,0,1,554 Assist invalid,N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Lone Mountain/USF,POINT (-122.441075 37.773952),2020/03/02 10:55:44 PM,2025/03/16 02:20:48 AM
20027270,0,200272700,57 JORDAN AVENUE,2020/03/02,200623908,2020/03/02 09:51:09 PM,2020/03/02 09:54:39 PM,2020/03/02 10:01:51 PM,San Francisco,94118,B07,10,4446,3,10,0,0,0,0,,,,0,0,0,0,1,622 No incident found on arrival at dispatch address,N None,86 Investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Presidio Heights,POINT (-122.456964 37.784806),2020/03/02 10:01:51 PM,2025/03/16 02:20:48 AM
20027274,0,200272740,1369 HYDE STREET,2020/03/02,200623925,2020/03/02 09:56:09 PM,2020/03/02 10:00:45 PM,2020/03/02 10:03:41 PM,San Francisco,94109,B01,41,1564,3,11,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,Russian Hill,POINT (-122.417966 37.793376),2020/03/02 10:03:41 PM,2025/03/16 02:20:48 AM
20027282,0,200272820,88 BITTING AVENUE,2020/03/02,200623999,2020/03/02 10:23:03 PM,2020/03/02 10:26:58 PM,2020/03/02 10:33:43 PM,San Francisco,94124,B10,42,6475,1,4,0,0,0,0,,,,0,0,0,0,1,552 Police matter,N None,86 Investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.398831 37.727215),2020/03/02 10:33:43 PM,2025/03/16 02:20:48 AM
20027284,0,200272840,140 JONES STREET,2020/03/02,200624004,2020/03/02 10:29:24 PM,2020/03/02 10:32:10 PM,2020/03/02 10:44:59 PM,San Francisco,94102,B03,03,1456,8,29,1,2,1,2,,,,0,0,0,0,1,"113 Cooking fire, confined to container",N None,86 Investigate,,,1 Detector alerted occupants,"439 Boarding/rooming house, residential hotels",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.412074 37.782645),2020/03/02 10:44:59 PM,2025/03/16 02:20:48 AM
20027285,0,200272850,360 SPEAR STREET,2020/03/02,200624006,2020/03/02 10:29:37 PM,2020/03/02 10:36:48 PM,2020/03/02 11:06:14 PM,San Francisco,94105,B03,35,2113,3,11,0,0,0,0,,,,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,86 Investigate,,,,"500 Mercantile, business, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.390106 37.789279),2020/03/02 11:06:14 PM,2025/03/16 02:20:48 AM
20027296,0,200272960,25 BERNAL HEIGHTS,2020/03/02,200624116,2020/03/02 11:21:49 PM,2020/03/02 11:27:23 PM,2020/03/03 12:17:31 AM,San Francisco,94110,B06,32,5717,1,4,0,0,0,0,,,,0,0,0,0,1,"500 Service Call, other",N None,"50 Fires, rescues & hazardous conditions, other",,,,931 Open land or field,,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Bernal Heights,POINT (-122.414936 37.743127),2020/03/03 12:17:31 AM,2025/03/16 02:20:48 AM
20027301,0,200273010,951 OFARRELL STREET,2020/03/02,200624165,2020/03/02 11:51:25 PM,2020/03/02 11:54:25 PM,2020/03/03 12:02:44 AM,San Francisco,94109,B04,03,3162,1,4,0,0,0,0,,,,0,0,0,0,1,"651 Smoke scare, odor of smoke",N None,87 Investigate fire out on arrival,,,,"962 Residential street, road or residential driveway",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.420374 37.784787),2020/03/03 12:02:44 AM,2025/03/16 02:20:48 AM
20027306,0,200273060,STEINER STREET,2020/03/03,200630024,2020/03/03 12:14:36 AM,2020/03/03 12:18:13 AM,2020/03/03 01:46:17 AM,San Francisco,94115,B04,38,3614,3,10,0,0,1,1,,10875,50,0,0,0,0,1,131 Passenger vehicle fire,N None,11 Extinguishment by fire service personnel,86 Investigate,,,"960 Street, other",00 Other area of fire origin,U Cause undetermined after investigation,UU Undetermined,,UU Undetermined,UU Undetermined,N None,,,,,NA,,,,,,,,,,,,,,,2,Pacific Heights,POINT (-122.436205 37.792262),2020/03/03 08:53:01 AM,2025/03/16 02:20:48 AM
20027309,0,200273090,988 HOWARD ST 603,2020/03/03,200630033,2020/03/03 12:21:24 AM,2020/03/03 12:27:48 AM,2020/03/03 12:36:49 AM,San Francisco,94103,B03,01,2252,1,5,0,0,0,0,,,,0,0,0,0,1,554 Assist invalid,N None,71 Assist physically disabled,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.407139 37.780076),2020/03/03 12:36:49 AM,2025/03/16 02:20:48 AM
20027310,0,200273100,2310 POWELL ST 2460,2020/03/03,200630039,2020/03/03 12:26:37 AM,2020/03/03 12:29:38 AM,2020/03/03 12:35:52 AM,San Francisco,94133,B01,28,0131,3,11,0,0,0,0,,,,0,0,0,0,1,"600 Good intent call, other",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,North Beach,POINT (-122.411898 37.805985),2020/03/03 12:35:52 AM,2025/03/16 02:20:48 AM
20027315,0,200273150,999 CALIFORNIA STREET,2020/03/03,200630064,2020/03/03 12:39:10 AM,2020/03/03 12:41:25 AM,2020/03/03 12:50:12 AM,San Francisco,94108,B01,41,1418,3,11,0,0,0,0,,,,0,0,0,0,1,733 Smoke detector activation due to malfunction,N None,86 Investigate,63 Restore fire alarm system,,,"449 Hotel/motel, commercial",,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,Nob Hill,POINT (-122.410521 37.791532),2020/03/03 12:50:12 AM,2025/03/16 02:20:48 AM
20027318,0,200273180,217 EDDY ST 220,2020/03/03,200630077,2020/03/03 12:51:58 AM,2020/03/03 12:56:55 AM,2020/03/03 01:06:24 AM,San Francisco,94102,B03,03,1453,3,11,0,0,0,0,,,,0,0,0,0,1,"113 Cooking fire, confined to container",N None,86 Investigate,,,1 Detector alerted occupants,"439 Boarding/rooming house, residential hotels",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.411269 37.783916),2020/03/03 01:06:24 AM,2025/03/16 02:20:48 AM
20027338,0,200273380,175 6TH STREET,2020/03/03,200630168,2020/03/03 02:06:31 AM,2020/03/03 02:10:53 AM,2020/03/03 02:22:17 AM,San Francisco,94103,B03,01,2252,3,10,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.407364 37.780208),2020/03/03 02:22:17 AM,2025/03/16 02:20:48 AM
20027340,0,200273400,724 KIRKWOOD AVENUE,2020/03/03,200630176,2020/03/03 02:13:21 AM,2020/03/03 02:20:05 AM,2020/03/03 02:28:59 AM,San Francisco,94124,B10,17,6713,3,10,0,0,0,0,,,,0,0,0,0,1,412 Gas leak (natural gas or LPG),N None,86 Investigate,64 Shut down system,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.373578 37.728967),2020/03/03 02:28:59 AM,2025/03/16 02:20:48 AM
20027343,0,200273430,15TH STREET,2020/03/03,200630187,2020/03/03 02:21:18 AM,2020/03/03 02:25:17 AM,2020/03/03 02:25:52 AM,San Francisco,94103,B02,07,5225,2,9,0,0,0,0,,,,0,0,0,0,1,"712 Direct tie to FD, malicious false alarm",N None,86 Investigate,,,,"900 Outside or special property, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Mission,POINT (-122.417648 37.766805),2020/03/03 02:25:52 AM,2025/03/16 02:20:48 AM
20027345,0,200273450,3318 FILLMORE STREET,2020/03/03,200630227,2020/03/03 02:56:28 AM,2020/03/03 03:00:00 AM,2020/03/03 03:14:20 AM,San Francisco,94123,B04,16,3554,3,10,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,62 Restore sprinkler or fire protection system,,,,161 Restaurant or cafeteria,,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Marina,POINT (-122.436009 37.800074),2020/03/03 03:14:20 AM,2025/03/16 02:20:48 AM
20027346,0,200273460,3470 25TH ST 6,2020/03/03,200630228,2020/03/03 02:56:31 AM,2020/03/03 03:00:43 AM,2020/03/03 03:13:12 AM,San Francisco,94110,B06,11,5535,3,10,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Mission,POINT (-122.419793 37.750619),2020/03/03 03:13:12 AM,2025/03/16 02:20:48 AM
20027352,0,200273520,POLK STREET,2020/03/03,200630267,2020/03/03 03:24:55 AM,2020/03/03 03:32:22 AM,2020/03/03 05:02:16 AM,San Francisco,94102,B02,36,3113,1,4,1,2,0,0,,,,0,0,0,0,1,"321 EMS call, excluding vehicle accident with injury",N None,31 Provide first aid & check for injuries,,,,"962 Residential street, road or residential driveway",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.418601 37.780261),2020/03/03 05:02:16 AM,2025/03/16 02:20:48 AM
20027356,0,200273560,3632 17TH STREET,2020/03/03,200630293,2020/03/03 04:02:38 AM,2020/03/03 04:07:33 AM,2020/03/03 05:13:57 AM,San Francisco,94114,B02,06,5251,3,11,0,0,0,0,,,,0,0,0,0,1,424 Carbon monoxide incident,N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Castro/Upper Market,POINT (-122.426967 37.763053),2020/03/03 05:13:57 AM,2025/03/16 02:20:48 AM
20027357,0,200273570,160 SPEAR STREET,2020/03/03,200630294,2020/03/03 04:03:06 AM,2020/03/03 04:09:44 AM,2020/03/03 04:21:21 AM,San Francisco,94105,B03,35,2114,3,10,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,599 Business office,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.393199 37.791749),2020/03/03 04:21:21 AM,2025/03/16 02:20:48 AM
20027363,0,200273630,437 MONTEREY,2020/03/03,200630327,2020/03/03 04:46:10 AM,2020/03/03 04:50:50 AM,2020/03/03 05:11:49 AM,San Francisco,94127,B09,15,8221,8,29,1,2,1,2,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,"00 Action taken, other",,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,7,West of Twin Peaks,POINT (-122.44516 37.731488),2020/03/03 05:11:49 AM,2025/03/16 02:20:48 AM
20027368,0,200273680,235 FRONT STREET,2020/03/03,200630365,2020/03/03 05:28:31 AM,2020/03/03 05:31:51 AM,2020/03/03 05:53:54 AM,San Francisco,94111,B01,13,1141,8,29,1,2,1,2,,350,,0,0,0,0,1,"100 Fire, other",N None,11 Extinguishment by fire service personnel,,,,161 Restaurant or cafeteria,00 Other area of fire origin,3 Failure of equipment or heat source,"30 Electrical failure, malfunction, other",,13 Electrical arcing,25 Appliance housing or casing,N None,,,,,NA,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.398923 37.793689),2020/03/03 05:53:54 AM,2025/03/16 02:20:48 AM
20027371,0,200273710,250 KING STREET,2020/03/03,200630387,2020/03/03 05:46:14 AM,2020/03/03 05:48:20 AM,2020/03/03 06:03:54 AM,San Francisco,94107,B03,08,2171,3,10,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Mission Bay,POINT (-122.393056 37.777286),2020/03/03 06:03:54 AM,2025/03/16 02:20:48 AM
20027383,0,200273830,757 MARKET STREET,2020/03/03,200630487,2020/03/03 06:46:53 AM,2020/03/03 06:54:37 AM,2020/03/03 07:05:02 AM,San Francisco,94103,B03,01,2212,1,5,0,0,0,0,,,,0,0,0,0,1,552 Police matter,N None,65 Secure property,,,,"569 Professional supplies, services",,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.404303 37.786212),2020/03/03 07:05:02 AM,2025/03/16 02:20:48 AM
20027386,0,200273860,25 BERNAL HEIGHTS,2020/03/03,200630522,2020/03/03 07:01:53 AM,2020/03/03 07:01:53 AM,2020/03/03 07:30:25 AM,San Francisco,94110,B06,32,5717,1,4,0,0,0,0,,,,0,0,0,0,1,"600 Good intent call, other",N None,86 Investigate,,,,931 Open land or field,,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Bernal Heights,POINT (-122.414936 37.743127),2020/03/03 07:30:25 AM,2025/03/16 02:20:48 AM
